text,spam,processed_text
good ooffr want to know how to save over 60 % on meanwhile your piils ? http : / / www . pledelo ridged . com - suc labile cessfull and proven way to save your mo humankind ney . leftwing v hardware ag trophic al l lenity u woodcraft l payoff rac supernal l sultanate isva multistory l acceptability m andmanyother . best bertha prlces . high quaiity sinuosity . wo betrothal rldwide shlpplng . total confid electrical entiaiity . 250 . uncreated 000 + satisfied customers . have tapestry a nice day !,1,good ooffr want know save meanwhile piils http www pledelo ridged com suc labile cessfull proven way save mo humankind ney leftwing v hardware ag trophic al l lenity u woodcraft l payoff rac supernal l sultanate isva multistory l acceptability andmanyother best bertha prlces high quaiity sinuosity wo betrothal rldwide shlpplng total confid electrical entiaiity uncreated satisfied customers tapestry nice day
"vince , congratulations on your promotion ! regards , nh",0,vince congratulations promotion regards nh
"tetm : 22 , interest : 3 . 55 % ha http : / / voj 2 hcdc . rote . espoeiur . us / ? 21 vtmhuy",1,tetm interest ha http voj hcdc rote espoeiur us vtmhuy
"re : telephone interview with the enron corp . research group marshall : thanks for responding so quickly . i have scheduled the following interview : wednesday , december 6 - 1 : 00 pm houston time . it will last approximately 1 hour . we will call you at ( 605 ) 497 - 4045 unless otherwise instructed . if you have any questions , please feel free to contact me at 713 / 853 - 5290 . best regards , shirley crenshaw "" jingming ' marshall ' yan "" on 11 / 28 / 2000 12 : 59 : 55 pm to : shirley . crenshaw @ enron . com cc : vince . j . kaminski @ enron . com subject : re : telephone interview with the enron corp . research group ms . crenshaw , thank you very much for the message . i am very interested in the opportunity to talk to personnel from the research group at enron . between the two days you suggest , i prefer wednesday 12 / 6 . considering the two - hour time difference between california and texas , 11 : 00 am pacific time ( 1 : 00 pm your time ) seems to be a good slot . however , i am open most of the day on 12 / 6 so if some other time slot is prefered on your end , please let me know . thanks again . i look forward to talking to you and your colleagues . jingming on tue , 28 nov 2000 shirley . crenshaw @ enron . com wrote : > good afternoon jingming : > > professor wolak forwarded your resume to the research group , and > they would like to conduct a telephone interview with you , sometime next > week , at your convenience . the best days would be tuesday , 12 / 5 or > wednesday , 12 / 6 . > > please let me know which day and what time would be best for you and > they will call you . let me know the telephone number that you wish to be > contacted at . > > the interviewers would be : > > vince kaminski managing director and head of research > vasant shanbhogue vice president , research > lance cunningham manager , research > alex huang manager , research > > look forward to hearing from you . > > best regards , > > shirley crenshaw > administrative coordinator > enron research group . > 713 - 853 - 5290 > > > jingming "" marshall "" yan jmyan @ leland . stanford . edu department of economics ( 650 ) 497 - 4045 ( h ) stanford university ( 650 ) 725 - 8914 ( o ) stanford , ca 94305 358 c , economics bldg if one seeks to act virtuously and attain it , then what is there to repine about ? - - confucius _ ? oo ? ? ooo ? ? t  xo - ? ? - -  ? ?",0,telephone interview enron corp research group marshall thanks responding quickly scheduled following interview wednesday december pm houston time last approximately hour call unless otherwise instructed questions please feel free contact best regards shirley crenshaw jingming marshall yan pm shirley crenshaw enron com cc vince j kaminski enron com subject telephone interview enron corp research group ms crenshaw thank much message interested opportunity talk personnel research group enron two days suggest prefer wednesday considering two hour time difference california texas pacific time pm time seems good slot however open day time slot prefered end please let know thanks look forward talking colleagues jingming tue nov shirley crenshaw enron com wrote good afternoon jingming professor wolak forwarded resume research group would like conduct telephone interview sometime next week convenience best days would tuesday wednesday please let know day time would best call let know telephone number wish contacted interviewers would vince kaminski managing director head research vasant shanbhogue vice president research lance cunningham manager research alex huang manager research look forward hearing best regards shirley crenshaw administrative coordinator enron research group jingming marshall yan jmyan leland stanford edu department economics h stanford university stanford ca c economics bldg one seeks act virtuously attain repine confucius oo ooo xo
"re : matthew williams let ' s agree the switch happens november lst and we will change sap to reflect specialist status and matthew will be send a letter . matt , can you just send me a note confirming you are ok with this and cc . karen tamlyn who will make the change . regards sk dale surbey 11 / 10 / 2000 18 : 21 to : steven leppard / lon / ect @ ect cc : melanie doyle / lon / ect @ ect , sophie kingsley / lon / ect @ ect , tani nath / lon / ect @ ect , matthew d williams / lon / ect @ ect , vince j kaminski / hou / ect @ ect subject : re : matthew williams i agree - sounds like a good idea . - dale steven leppard 11 / 10 / 2000 18 : 05 to : melanie doyle / lon / ect @ ect , sophie kingsley / lon / ect @ ect cc : tani nath / lon / ect @ ect , dale surbey / lon / ect @ ect , matthew d williams / lon / ect @ ect , vince j kaminski / hou / ect @ ect subject : matthew williams all following discussions between matt , vince kaminski , and me , matt has decided he ' d like to make a longer - term commitment to research . with this in mind we ' d like to request that matt is switched from a & a to the specialist track . vince and i feel this is clearly in the best interests of enron given matt ' s proven strengths in quant analysis . how do we proceed ? all the best , steve",0,matthew williams let agree switch happens november lst change sap reflect specialist status matthew send letter matt send note confirming ok cc karen tamlyn make change regards sk dale surbey steven leppard lon ect ect cc melanie doyle lon ect ect sophie kingsley lon ect ect tani nath lon ect ect matthew williams lon ect ect vince j kaminski hou ect ect subject matthew williams agree sounds like good idea dale steven leppard melanie doyle lon ect ect sophie kingsley lon ect ect cc tani nath lon ect ect dale surbey lon ect ect matthew williams lon ect ect vince j kaminski hou ect ect subject matthew williams following discussions matt vince kaminski matt decided like make longer term commitment research mind like request matt switched specialist track vince feel clearly best interests enron given matt proven strengths quant analysis proceed best steve
"re : argentina power & gas market modelling okay julian poole 17 / 03 / 2000 10 : 35 am to : michael guerriero / enron _ development @ enron _ development cc : vince j kaminski @ ect , grant masson @ ect , jeff kabel / enron _ development @ enron _ development , rodolfo freyre / enron _ development @ enron _ development , diego hollweck / enron _ development @ enron _ development , bernardo andrews / enron _ development @ enron _ development , mario aguilar benitez / enron _ development @ enron _ development , santiago subject : re : argentina power & gas market modelling all , let ' s arrange a conference call next week to discuss the process . how does tuesday afternoon fit everyone ' s schedule ? julian enron international from : michael guerriero 03 / 17 / 2000 03 : 49 pm to : vince j kaminski @ ect , grant masson @ ect , jeff kabel / enron _ development @ enron _ development , julian poole / enron _ development @ enron _ development , rodolfo freyre / enron _ development @ enron _ development , diego hollweck / enron _ development @ enron _ development , bernardo andrews / enron _ development @ enron _ development , mario aguilar benitez / enron _ development @ enron _ development , santiago cc : subject : argentina power & gas market modelling i would like to initiate a team to address the continued improvement of the argentine power & gas market models . i spoke with vince this morning and we reviewed that history of work to date and what we will need to do from here . a summary is as follows : team : ba members : julian poole lead mario benitez associate ba associates : diego hollweck associate bernardo andrews associate santiago porta associate houston members : to be named . time schedule : as soon as possible . completed before june 1 , 2000 winter in argentina . scope of work : power model : advance the current model from basic load forecasting to incorporate weather , hydrology , improved short term and long term forecasting . natural gas model : build a supply and demand load forecasting model incorporating weather , thermal demand , pipeline flow rates , well head supply , improved short term and long term forecasting . phase i - data request power historic weather : temperature - daily , hourly , min , max , average humidity precipitation cloud cover regionally forward weather : temperature - daily , hourly , min , max , average humidity precipitation cloud cover regionally historic hydrology : reservoir levels reservoir capacity current hydrology : reservoir levels remote monitoring : aireal , pressure device , laser snow pack : density volume and mass power supply : current and future capacity transmission capacity : current and future capacity natural gas data list to be developed phase ii - power model development phase iii - natural gas model development we will take advantage of the fact that the associates are in houston for the next two weeks . vince is out next week but we can start with a process discussion with grant masson next week . julian please get a meeting scheduled as soon as possible . we should immediately start collecting data . thanks mfg",0,argentina power gas market modelling okay julian poole michael guerriero enron development enron development cc vince j kaminski ect grant masson ect jeff kabel enron development enron development rodolfo freyre enron development enron development diego hollweck enron development enron development bernardo andrews enron development enron development mario aguilar benitez enron development enron development santiago subject argentina power gas market modelling let arrange conference call next week discuss process tuesday afternoon fit everyone schedule julian enron international michael guerriero pm vince j kaminski ect grant masson ect jeff kabel enron development enron development julian poole enron development enron development rodolfo freyre enron development enron development diego hollweck enron development enron development bernardo andrews enron development enron development mario aguilar benitez enron development enron development santiago cc subject argentina power gas market modelling would like initiate team address continued improvement argentine power gas market models spoke vince morning reviewed history work date need summary follows team ba members julian poole lead mario benitez associate ba associates diego hollweck associate bernardo andrews associate santiago porta associate houston members named time schedule soon possible completed june winter argentina scope work power model advance current model basic load forecasting incorporate weather hydrology improved short term long term forecasting natural gas model build supply demand load forecasting model incorporating weather thermal demand pipeline flow rates well head supply improved short term long term forecasting phase data request power historic weather temperature daily hourly min max average humidity precipitation cloud cover regionally forward weather temperature daily hourly min max average humidity precipitation cloud cover regionally historic hydrology reservoir levels reservoir capacity current hydrology reservoir levels remote monitoring aireal pressure device laser snow pack density volume mass power supply current future capacity transmission capacity current future capacity natural gas data list developed phase ii power model development phase iii natural gas model development take advantage fact associates houston next two weeks vince next week start process discussion grant masson next week julian please get meeting scheduled soon possible immediately start collecting data thanks mfg
"congratualtions zzzz 8969 ! ! ! you ' re a winner ! dear traveler , congratulations you may be one of our lucky winners ! you may be spending your next vacation in beautiful orlando florida ! 6 days and 5 nights of accommodations in sunny orlando florida round trip airfare included for two rental car with unlimited mileage 2 day pass to universal studios $ 500 coupon book for meals and entertainment 2 casino cruise tickets to claim your prize just visit our website click here thanks for entering our contest and we look forward to seeing you soon . sincerely , jacqueline o ' connor director of promotoins p . s . youve got to hurry . if you dont claim your vacation in the next 24 hours it may be gone . availability is limited . so dont wait , click here today . to be excluded from future promotions click here",1,congratualtions zzzz winner dear traveler congratulations may one lucky winners may spending next vacation beautiful orlando florida days nights accommodations sunny orlando florida round trip airfare included two rental car unlimited mileage day pass universal studios coupon book meals entertainment casino cruise tickets claim prize visit website click thanks entering contest look forward seeing soon sincerely jacqueline connor director promotoins p youve got hurry dont claim vacation next hours may gone availability limited dont wait click today excluded future promotions click
"application was accepted . confirm results we tried to contact you last week about refinancing your home at a lower rate . i would like to inform you know that you have been pre - approved . here are the results : * account id : [ 698 - 184 ] * negotiable amount : $ 125 , 063 to $ 692 , 879 * rate : 3 . 40 % - 5 . 33 % please fill out this quick form and we will have a broker contact you as soon as possible . regards , adolfo stanley senior account manager prime lenders , inc . database deletion : http : / / www . mon - nowz . net / r . php",1,application accepted confirm results tried contact last week refinancing home lower rate would like inform know pre approved results account id negotiable amount rate please fill quick form broker contact soon possible regards adolfo stanley senior account manager prime lenders inc database deletion http www mon nowz net r php
"live 20 years longer with hgh hello , [ ! to ! ] human growth hormone therapy lose weight while building lean muscle massand reversing the ravages of aging all at once . remarkable discoveries about human growth hormones ( hgh ) are changing the way we think about aging and weight loss . lose weightbuild muscle tonereverse aging increased libidoduration of penile erectionhealthier bones improved memoryimproved skinnew hair growthwrinkle disappearance visit our web site and learn the facts : click here or here you are receiving this email as a subscr - in amerig lisve yoursts , just click here http : / / xent . com / mailman / listinfo / fork",1,live years longer hgh hello human growth hormone therapy lose weight building lean muscle massand reversing ravages aging remarkable discoveries human growth hormones hgh changing way think aging weight loss lose weightbuild muscle tonereverse aging increased libidoduration penile erectionhealthier bones improved memoryimproved skinnew hair growthwrinkle disappearance visit web site learn facts click receiving email subscr amerig lisve yoursts click http xent com mailman listinfo fork
"a chance to get new logo now working on your company ' s image ? start with a visual identity a key to the first good impression . we are here to help you ! we ' ll take part in buiiding a positive visual imaqe of your company by creatinq an outstanding iogo , presentabie stationery items and professionai website . these marketing tools wiii significantiy contributeto success of your business . take a iook at our work sampies , hot deal packages and see what we have to offer . we work for you ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1,chance get new logo working company image start visual identity key first good impression help take part buiiding positive visual imaqe company creatinq outstanding iogo presentabie stationery items professionai website marketing tools wiii significantiy contributeto success business take iook work sampies hot deal packages see offer work interested
"upside only treasury - linked annuity upside of annual increases in 5 - year t - note bonus crediting over normal treasury notes alternative for large municipal bond or t - note buyers call or e - mail us today ! or please fill out the form below for more information name : e - mail : phone : city : state : * for deposits over $ 100 , 000 we don ' t want anybody to receive our mailings who does not wish to receive them . this is professional communication sent to insurance professionals . to be removed from this mailing list , do not reply to this message . instead , go here : http : / / www . insurancemail . net legal notice",1,upside treasury linked annuity upside annual increases year note bonus crediting normal treasury notes alternative large municipal bond note buyers call e mail us today please fill form information name e mail phone city state deposits want anybody receive mailings wish receive professional communication sent insurance professionals removed mailing list reply message instead go http www insurancemail net legal notice
"aram ' s visit jesus , friday , april 28 , works for me . i am free between 8 : 00 - 10 : 30 to meet with aram . would you like to meet him for lunch or dinner ? vince",0,aram visit jesus friday april works free meet aram would like meet lunch dinner vince
"re : lunch super . jestesmy umowieni . juliusz vince j kaminski 12 / 14 / 2000 11 : 06 am to : julius zajda / lon / ect @ ect cc : subject : re : lunch juliusz , wtorek jest najlepszym dniem . vince julius zajda 12 / 14 / 2000 10 : 18 am to : vince j kaminski / hou / ect @ ect cc : subject : lunch przepraszam , ze sie tak dlugo nie odzywalem , ale musialem znalezc sobie mieszkanie , przeprowadzic sie i kupic jakies meble . czy lunch w przyszlym tygodniu odpowiadalby panu ? mi pasuje kazdy dzien oprocz czwartku . juliusz",0,lunch super jestesmy umowieni juliusz vince j kaminski julius zajda lon ect ect cc subject lunch juliusz wtorek jest najlepszym dniem vince julius zajda vince j kaminski hou ect ect cc subject lunch przepraszam ze sie tak dlugo nie odzywalem ale musialem znalezc sobie mieszkanie przeprowadzic sie kupic jakies meble czy lunch w przyszlym tygodniu odpowiadalby panu mi pasuje kazdy dzien oprocz czwartku juliusz
"get the best rate on a home loan ! if you would like to be removed from future mailings , please reply with the word remove in the subject or call 888 - 418 - 2575 . let lenders compete for your business ! click here cash back refinances no equity 2 nd trust deeds debt consolidation no income verification the most competitive interest rates ! fill in our quick pre - qualification form and you will get competing loan offers , often within minutes from up to three lenders ! click here there is never any fee to consumers for using this service . copyright ?ffffa 9 1999 , 2000 eworld marketing , inc . 888 - 418 - 2575 this is not a solicitation or offer to lend money . eworld marketing is not a lender , broker or other financial intermediary . we are a marketing company that provides services to the mortgage industry .",1,get best rate home loan would like removed future mailings please reply word remove subject call let lenders compete business click cash back refinances equity nd trust deeds debt consolidation income verification competitive interest rates fill quick pre qualification form get competing loan offers often within minutes three lenders click never fee consumers using service copyright ffffa eworld marketing inc solicitation offer lend money eworld marketing lender broker financial intermediary marketing company provides services mortgage industry
calling all small stock players ames is fascism but conrail not bagley apartheid and milton like russo snowshoe pail is baneberry not henceforth try republic marketeer enable yes afterthought or fabulous iran no burglary is domino but game not dysplasia f and diversionary like consecutive lug hagen is curry not tempestuous try mound allay planoconvex yes bedfast or warplane baylor no automata is polariton but veldt not huffman acquaintance and fisticuff like libel scribners stiff is guidepost not strand try amputate dewar camaraderie yes romance or discipline coachmen no,1,calling small stock players ames fascism conrail bagley apartheid milton like russo snowshoe pail baneberry henceforth try republic marketeer enable yes afterthought fabulous iran burglary domino game dysplasia f diversionary like consecutive lug hagen curry tempestuous try mound allay planoconvex yes bedfast warplane baylor automata polariton veldt huffman acquaintance fisticuff like libel scribners stiff guidepost strand try amputate dewar camaraderie yes romance discipline coachmen
"guaranteed to re - grow your hair . . . 3 things you should know about 1 . 70 men and women were losing their hair . 2 . 70 men and women tried the new hairmagic discovery . 3 . 70 men and women started growing hair again in just 4 weeks . here ' s your chance to join them for less than $ 2 a day . . ! to order now click here and visit our website yes , that ' s right . all 70 subjects grew hair again . that  s the essential fact about hairmagic it grew hair . losing your hair ? don ' t feel too badly . because it  s happening to 80 - million americans . and here ' s another pertinent fact . over the past 3 decades , all kinds of enterprising companies have come out with literally hundreds of miracle products and procedures , promising to restore that lost hair . but guess what ? there are still 80 - million americans who are still losing their hair . sounds like those miracle cures weren ' t so miraculous after all . in fact , many of them are virtually useless . sounds like we need a totally new approach , and now there is one : hairmagic gulf biomedical corporation discovered a simple but elusive fact : health h hair . consequently , hairmagic prescribes 2 different capsules a day one capsule to restore the health of your body and scalp . one capsule to stimulate the new growth of hair . with our 70 men and women , the two worked hand in hand to grow hair . it  s all explained on our website : www . hairmagicinfo . com to order hairmagic now hairmagic is available in a 30 - day supply package containing capsules 1 2 . the price is $ 59 + $ 5 for shipping and handling , or a total of $ 64 per 30 - day supply . to order now click here and visit our website hairmagic gulf biomedical corporation 1218 autrey , suite 2 houston , tx 77006 to remove this email address from further mailings click on the link below while connected to the internet . remove me",1,guaranteed grow hair things know men women losing hair men women tried new hairmagic discovery men women started growing hair weeks chance join less day order click visit website yes right subjects grew hair essential fact hairmagic grew hair losing hair feel badly happening million americans another pertinent fact past decades kinds enterprising companies come literally hundreds miracle products procedures promising restore lost hair guess still million americans still losing hair sounds like miracle cures miraculous fact many virtually useless sounds like need totally new approach one hairmagic gulf biomedical corporation discovered simple elusive fact health h hair consequently hairmagic prescribes different capsules day one capsule restore health body scalp one capsule stimulate new growth hair men women two worked hand hand grow hair explained website www hairmagicinfo com order hairmagic hairmagic available day supply package containing capsules price shipping handling total per day supply order click visit website hairmagic gulf biomedical corporation autrey suite houston tx remove email address mailings click link connected internet remove
re [ 15 ] : i ' ll give you . . microsoft xbox love stories go ahead . men u . s . postal service,1,give microsoft xbox love stories go ahead men u postal service
"entouch newsletter business highlights enron producer one enron producer one facilitates one - stop shopping for the producer  , s infrastructure needs . through business relationships with hanover measurement services and applied terravision systems , enron producer one will offer and custom - configure a number of valuable production services and pricing plans to reduce overhead and simplify back - office tasks . initial products offered are well connects , transportation , marketing , measurement and accounting services . enron producer one is managed and supervised by john grass . in the news ceo says texas in good shape for electricity deregulation dallas ( ap ) - enron corp . ' s chief executive and president said tuesday he believes that texas energy markets are in good shape as the state prepares for deregulation . jeffrey skilling told an audience of about 400 business people at a downtown hotel that california "" has given the term deregulation a terrible name . "" electric deregulation in texas officially starts jan . 1 . "" in texas , i think we ' ve got a pretty good system , "" he said . in san francisco on tuesday , the california public utilities commission unanimously approved electricity rate increases of up to 46 percent to try to head off blackouts this summer by keeping the state ' s two biggest utilities from going under . when california officials set up deregulation they allowed the price of wholesale electricity to rise but capped the amount companies could charge customers , skilling said . socal edison and pacific gas & electric say they have lost more than $ 13 billion since last summer because they haven ' t been able to pass on the high cost of wholesale electricity . skilling said texans are in a much better position and shouldn ' t worry that their state ' s deregulation would be like the california experience . "" california , they just put together a crazy system ,  8 he said in his first public comments since becoming the houston - based company ' s chief executive officer in february . "" the markets in california are the most regulated markets in north america today . and that ' s what is causing the problem . "" 03 / 27 / 2001 associated press newswires copyright 2001 . welcome new hires egm - charles crow , nancy johnson , gregor lehmiller eim - darrell aguilar , latrisha allen , wesley wilder , ronald barnes ena - brian cruver , craig dean , martha kessler enrononline statistics below are the latest figures for enrononline as of march 16 , 2001 . ? total life to date transactions > 813 , 000 ? life to date notional value of transactions > $ 489 billion nuggets and for supplies to all consumers including households by 2005 . the setting of rules in the regulation for how power transmission tariffs can be charged for cross - border transactions and how congestion and capacity allocation at borders within the eu should be managed by transmission system operators . enron concludes that it is encouraged by the efforts of the commission to accelerate the european electricity and gas market opening and the reinforcement of third party rights of access to transmission networks . the commission ' s approach of harmonizing both the timetable and the regulatory framework deserves support from all member states . legal stuff the information contained in this newsletter is confidential and proprietary to enron corp . and its subsidiaries . it is intended for internal use only and should not be disclosed .",0,entouch newsletter business highlights enron producer one enron producer one facilitates one stop shopping producer infrastructure needs business relationships hanover measurement services applied terravision systems enron producer one offer custom configure number valuable production services pricing plans reduce overhead simplify back office tasks initial products offered well connects transportation marketing measurement accounting services enron producer one managed supervised john grass news ceo says texas good shape electricity deregulation dallas ap enron corp chief executive president said tuesday believes texas energy markets good shape state prepares deregulation jeffrey skilling told audience business people downtown hotel california given term deregulation terrible name electric deregulation texas officially starts jan texas think got pretty good system said san francisco tuesday california public utilities commission unanimously approved electricity rate increases percent try head blackouts summer keeping state two biggest utilities going california officials set deregulation allowed price wholesale electricity rise capped amount companies could charge customers skilling said socal edison pacific gas electric say lost billion since last summer able pass high cost wholesale electricity skilling said texans much better position worry state deregulation would like california experience california put together crazy system said first public comments since becoming houston based company chief executive officer february markets california regulated markets north america today causing problem associated press newswires copyright welcome new hires egm charles crow nancy johnson gregor lehmiller eim darrell aguilar latrisha allen wesley wilder ronald barnes ena brian cruver craig dean martha kessler enrononline statistics latest figures enrononline march total life date transactions life date notional value transactions billion nuggets supplies consumers including households setting rules regulation power transmission tariffs charged cross border transactions congestion capacity allocation borders within eu managed transmission system operators enron concludes encouraged efforts commission accelerate european electricity gas market opening reinforcement third party rights access transmission networks commission approach harmonizing timetable regulatory framework deserves support member states legal stuff information contained newsletter confidential proprietary enron corp subsidiaries intended internal use disclosed
"enron opportunities dr . kaminski : ? here is my resume and cover letter . ? thanks , ? richard iles - enron cover and resume . doc",0,enron opportunities dr kaminski resume cover letter thanks richard iles enron cover resume doc
"adv oil and gas investment tgym how would you like a 100 % tax free investment in oil and gas wells ? make over 100 % annually and receive monthly tax free income with very low risk . if you are liquid for a $ 10 , 000 investment , email your name , address , and phone number to oilandgaspackage @ aol . com and we will send you the information to unsubscribe from these special mailings : forward this mail with "" unsubscribe "" in the subject line to oilandgasremoval @ aol . com",1,adv oil gas investment tgym would like tax free investment oil gas wells make annually receive monthly tax free income low risk liquid investment email name address phone number oilandgaspackage aol com send information unsubscribe special mailings forward mail unsubscribe subject line oilandgasremoval aol com
"re : trading algorithms andy , sounds good . one comment : vasant is swamped with work coordinating several high profile projects . bob is very productive and thorough and will get a lot of support internally from other members of the group : this contribution may not be directly visible but it will be still very important . we appreciate your hands - on involvement . it ' s always the most important condition of a successful project to have direct and frequent interaction with the customer . look fwd to working on this project . vince from : andy zipper / enron @ enronxgate on 04 / 18 / 2001 01 : 57 pm to : jay webb / enron @ enronxgate , vince j kaminski / hou / ect @ ect cc : subject : trading algorithms guys , here is what i took away from our meeting : 1 ) . research will continue working on custom reporting off of enrononline data . 2 ) . research will continue working on market analysis off of enrononline data 3 ) . research will a contribute a resource to the trading algorithm effort , presumably one at this point in time . i would prefer it to be vasant but i am flexible . the trading algorithm group will be run by the enrononline team with its product reviewed by research . it is my belief that projects like this require a firm commercial hand in their infancy to make sure they stay on the right track . if this presents a problem for anyone please let me know so that we can discuss . thanks , andy",0,trading algorithms andy sounds good one comment vasant swamped work coordinating several high profile projects bob productive thorough get lot support internally members group contribution may directly visible still important appreciate hands involvement always important condition successful project direct frequent interaction customer look fwd working project vince andy zipper enron enronxgate pm jay webb enron enronxgate vince j kaminski hou ect ect cc subject trading algorithms guys took away meeting research continue working custom reporting enrononline data research continue working market analysis enrononline data research contribute resource trading algorithm effort presumably one point time would prefer vasant flexible trading algorithm group run enrononline team product reviewed research belief projects like require firm commercial hand infancy make sure stay right track presents problem anyone please let know discuss thanks andy
"re : clustering for gas and power frank , following up on our discussions , can you please send us the list of enron ' s curves by geographical region separately for gas and power . appreciate it , tanya . tanya tamarchenko 04 / 16 / 2001 09 : 16 am to : jaesoo lew / na / enron @ enron cc : vladimir gorny / enron @ enronxgate , winston jia / enron @ enronxgate , vince j kaminski / hou / ect @ ect subject : re : clustering for power jaesoo , as we discussed last week on wednesday meeting can you , please , implement clustering for power curves by geographical region . this involves the following : 1 . deciding together with risk control how many geographical regions we want to use and which enron ' s curves belong to each region . 2 . deciding together with risk control how to choose core curves for each region . this decision can be maid based on the a ) position size ; b ) statistical analysis . there might be other considerations . 3 . doing regression analysis for each curve versus the corresponding core curve . winston , can is it possible to run var for the clustering results obtained by jaesoo with clustering done by sas ? should we wait for the stage re - fresh and what is the status on this ? tanya .",0,clustering gas power frank following discussions please send us list enron curves geographical region separately gas power appreciate tanya tanya tamarchenko jaesoo lew na enron enron cc vladimir gorny enron enronxgate winston jia enron enronxgate vince j kaminski hou ect ect subject clustering power jaesoo discussed last week wednesday meeting please implement clustering power curves geographical region involves following deciding together risk control many geographical regions want use enron curves belong region deciding together risk control choose core curves region decision maid based position size b statistical analysis might considerations regression analysis curve versus corresponding core curve winston possible run var clustering results obtained jaesoo clustering done sas wait stage fresh status tanya
"you ' ve won $ 100 , 000 . claim it now dear applicant , after further review upon receiving your application your current mortgage qualifies for a 4 . 75 rate . your new monthly payment will be as low as $ 340 / month for a $ 200 , 000 loan . please confirm your information in order for us to finalize your loan , or you may also apply for a new one . complete the final steps by visiting : http : / / www . oprefi . net / ? id = j 22 we look foward to hearing from you . thank you , heather grant , account managerlpc and associates , llc . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - not interested ? - > www . iorefi . net / book . php",1,claim dear applicant review upon receiving application current mortgage qualifies rate new monthly payment low month loan please confirm information order us finalize loan may also apply new one complete final steps visiting http www oprefi net id j look foward hearing thank heather grant account managerlpc associates llc interested www iorefi net book php
"does your business depend on the online success of your website ? submitting your website in search engines may increase your online sales dramatically . if you invested time and money into your website , you simply must submit your website oniine otherwise it will be invisible virtualiy , which means efforts spent in vain . lf you want people to know about your website and boost your revenues , the oniy way to do that is to make your site visibie in places where peopie search for information , i . e . submit your website in multiple search engines . submit your website online and watch visitors stream to your e - business . best regards , jacindamaddox _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1,business depend online success website submitting website search engines may increase online sales dramatically invested time money website simply must submit website oniine otherwise invisible virtualiy means efforts spent vain lf want people know website boost revenues oniy way make site visibie places peopie search information e submit website multiple search engines submit website online watch visitors stream e business best regards jacindamaddox interested
"meeting on feb 8 , 2001 dear sir , i would like to apologize for the delay in responding to your fax . i was on vacation for the last few days . i shall be honored to meet your delegation on thursday , february 8 at 10 : 00 a . m . please , let me know if you will be free for lunch after the meeting . vince kaminski",0,meeting feb dear sir would like apologize delay responding fax vacation last days shall honored meet delegation thursday february please let know free lunch meeting vince kaminski
